Player,Nation,Pos,DF,FW,MF,GK,Squad,Top5,Bot5,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1-Mar,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
Y. Smit,Sobianitedrucy,FW,0,1,0,0,Swift Musketeers,Yes,No,26,1994,1.31,-0.03,2.96,0.63,25.05,2.79,0.7,-0.06,0.05,27.54,0.01,0.07,1.43,0,0.11,0.09,-0.15,0.01,22.8,36.37,62.71,297.81,89.33,17.12,17.88,96.09,4.95,9.96,49.94,0.79,5.7,12.53,0.09,0.22,-0.35,2.84,0.71,2.2,-0.01,2.09,1.44,0.8,1.39,-0.08,-0.02,-0.03,0.01,0,-0.09,10.1,2.92,28.67,2.93,2.78,4.2,0.02,-0.09,0.02,-0.09,1.39,2.88,-0.01,-0.06,,,,,,,,,,,,,,,,,,,
A. Khainza,Sobianitedrucy,GK,0,0,0,1,Swift Musketeers,Yes,No,21,1999,7.98,0.03,0,-0.05,0,0.03,-0.08,0,0,0,-0.1,0.01,-0.02,-0.04,0.02,0,0.02,-0.07,25.03,30.49,82.66,590.02,342.17,7.94,7.98,98.34,10.52,10.92,97.64,6.47,11.41,57.04,-0.1,0,-0.03,0,0.07,0.06,0.02,0.09,-0.06,0,0.01,-0.03,0,-0.04,-0.03,0,-0.08,0.06,0.01,0,0.06,-0.01,-0.08,-0.04,0.03,0.02,0.08,0.02,0.02,0.07,0.27,6.99,7.1,718.01,8.09,0.44,0.58,1.55,1.07,74.92,0.65,0.23,0.04,0.37,42.96,0.11,0.07,0.08,-0.07,0.04
V. Guillaume,Sobianitedrucy,GK,0,0,0,1,Swift Musketeers,Yes,No,34,1987,-0.03,-0.09,0.03,-0.06,0,-0.01,0.05,0,0,0,-0.04,-0.05,-0.04,0.06,0.06,0,0.05,0.07,1.05,0.95,99.92,21.01,14.09,-0.04,-0.01,0,1.06,1.06,99.99,0.05,0.09,0,-0.06,-0.03,-0.02,0,0.09,-0.08,0.08,0.02,-0.1,-0.02,0.06,0.01,0.09,0.08,-0.07,0,0.09,-0.09,0.08,0,0.06,0.06,0.06,0.03,-0.07,-0.03,0.02,0.08,-0.09,0.09,0.06,1.03,-0.02,2.07,0.09,0.04,-0.04,-0.09,0.03,0,0.03,-0.06,-0.08,0.92,0,-0.01,-0.05,-0.09,0.03,0
D. Sigauke,Sobianitedrucy,MF,0,0,1,0,Swift Musketeers,Yes,No,23,1997,5.29,0.21,0.88,0.39,39.95,0.98,0.32,0.16,0.58,22.05,0.01,0.02,-0.1,0.12,0.12,0.08,0.07,0.23,38.87,45.93,84.58,630.97,176.98,21.39,23.48,91.01,12.78,15.66,81.45,3.78,4.86,79.95,0.24,-0.01,0.18,1.74,3.1,1.53,0.02,5.2,1.35,1,0.79,0.62,0.07,-0.03,1.47,0.09,1.64,21.23,5.09,23.61,2.78,11.24,7.29,0.79,-0.06,-0.04,0.79,0.89,2.41,0.07,-0.05,,,,,,,,,,,,,,,,,,,
F. Lee,Sobianitedrucy,MF,0,0,1,0,Swift Musketeers,Yes,No,23,1998,3.09,0.73,1.76,0.97,59.99,1.58,0.89,0.5,0.68,17.99,-0.05,0.04,0.05,0.26,0.18,0.09,0.31,0.44,41.1,46.36,88.59,778.04,190.61,19.76,21.3,92.28,14.37,16.68,86.06,7.07,8.28,84.07,0.09,-0.01,-0.1,1.05,4.95,-0.05,0.04,3.68,2.62,1.41,0.62,1.3,0.67,0.93,1.77,59.97,0.71,19.78,4.42,21.93,6.7,9.29,3.6,0.6,0.01,-0.04,0.7,0.77,3.41,3.08,0.03,,,,,,,,,,,,,,,,,,,
I. Makavan,Sobianitedrucy,MF,0,0,1,0,Swift Musketeers,Yes,No,29,1991,7.8,0.06,-0.09,0.05,0,0.04,0.08,0,0,0,0.04,-0.04,-0.03,-0.09,0.01,0,-0.1,0.03,62.49,66.46,94.09,1057.63,280.58,28.32,29.19,96.83,29.66,30.43,97.58,3.72,5.62,65.8,-0.07,0.02,-0.05,0.69,7.2,0.73,-0.02,4.53,1.98,1.1,1.17,0.36,0.43,1.25,3.7,30.95,2.57,17.38,5.77,33.19,5.53,10.09,1.95,1.87,0.21,-0.06,1.73,2.35,4.13,1.11,0.07,,,,,,,,,,,,,,,,,,,
I. Marie,Sobianitedrucy,MF,0,0,1,0,Swift Musketeers,Yes,No,28,1992,4.44,-0.04,0.93,0.44,50.04,0.93,0.51,0.03,0.02,17.24,-0.05,-0.09,-0.01,0.03,0.15,0.01,0.04,-0.1,90.46,96.69,93.6,1521.85,343.56,45.53,47.06,96.67,35.43,36.82,96.26,7.85,9.53,83.24,0.47,0.3,0.28,3.21,7.55,1.09,0.16,4.94,3.88,2.59,1.82,2.05,0,1.2,2.64,41.73,1.64,17.28,5.98,34.27,5.17,6.69,5.38,1.16,0.3,0.09,0.87,1.61,5.49,0.83,0.02,,,,,,,,,,,,,,,,,,,
J. Hasahya,Sobianitedrucy,MF,0,0,1,0,Swift Musketeers,Yes,No,23,1997,0.04,0.07,0.03,-0.03,0,0.08,-0.03,0,0,0,0.05,0,0.02,0.02,-0.02,0,0,-0.1,2.97,3.09,100.04,31.99,0.01,3.06,2.97,100.08,-0.06,0.03,0,0.03,0.04,0,-0.1,0.09,-0.1,0.02,-0.04,0.03,-0.1,-0.07,-0.07,-0.1,-0.09,0.09,-0.06,0.07,0.07,0,-0.02,0,0.07,0,0.03,0.1,0.08,-0.02,-0.02,0.1,-0.04,-0.02,-0.06,-0.08,-0.04,,,,,,,,,,,,,,,,,,,
X. Wouters,Sobianitedrucy,MF,0,0,1,0,Swift Musketeers,Yes,No,23,1997,2.09,0.94,1.97,1.52,75,1.82,1.42,0.46,0.69,10.81,-0.1,0.01,0.06,0.28,0.48,0.24,0.51,0.5,20.43,26.62,76.86,308.99,60.45,12.47,15.73,78.86,6.75,9.61,70.02,1.03,0.94,100.08,-0.07,-0.01,-0.13,1.36,1.94,-0.02,0.03,1.97,0.96,1.01,0.5,0.02,0.4,0.43,0.96,49.93,0.42,13.87,2.77,20.79,2.87,5.27,5.66,2.29,-0.08,-0.05,2.38,1.43,2.35,0.92,0.06,,,,,,,,,,,,,,,,,,,
Z. Delemovi?,Sobianitedrucy,MF,0,0,1,0,Swift Musketeers,Yes,No,25,1995,1.42,-0.05,1.41,0.73,50.04,1.27,0.65,0.08,0.05,17.01,0.09,0.06,0.05,0.13,0.02,-0.02,0.03,0.02,41.31,49.27,83.87,821.31,188.77,18.6,20.71,90.24,16.66,18.76,89.31,6.04,8.73,69.23,0,0.01,-0.04,0.65,4.66,0.09,0.04,4.02,2.07,1.29,0.66,0.6,0.6,0.04,1.4,-0.06,1.35,17.22,4.61,26.99,4.67,9.33,3.25,1.95,0.1,-0.1,2.04,0.76,2.62,0.73,-0.1,,,,,,,,,,,,,,,,,,,
Aggregate,Sobianitedrucy,,,,,,,Yes,,671,49831,87.76,3.39,37.97,10.01,565.99,38.57,10.46,1.92,4.63,324.5,0.11,-0.04,2.92,3.35,3.33,1.41,-0.32,-0.19,1011.86,1182.59,2105.26,18455.8,5273.85,453.23,491.42,2207.38,414.65,462.17,2033.63,123.37,181.74,1572.52,2.4,1.87,0.01,27.17,73.86,15.65,3.93,70.7,27.57,16.58,14.57,8.23,4.96,8.76,24.42,675.68,15.89,289.43,75.36,573.2,83.88,122.44,83.27,22.42,4.03,0.52,19.07,22.42,50.07,35.29,0.45,8.02,7.08,720.08,8.18,0.48,0.54,1.46,1.1,74.92,0.68,0.17,-0.04,1.29,42.96,0.1,0.02,-0.01,-0.04,0.04
A. Acheng,Southern Ristan,DF,1,0,0,0,Swift Musketeers,No,No,25,1995,0.39,-0.07,-0.01,0.02,0,0.1,0.02,0,0,0,-0.06,0.05,-0.09,0.01,0.06,0,-0.08,-0.04,33.25,36.78,90.9,420.1,180,23.31,23.23,100.07,9.97,10.1,99.95,0.01,3.32,0.09,-0.02,-0.02,-0.02,0.03,3.36,0.01,0.02,6.57,3.36,3.4,3.27,0.03,0.06,0.03,-0.08,0,-0.04,16.79,3.38,19.97,3.33,6.59,6.64,-0.06,0.02,0.03,0.09,-0.02,3.36,-0.06,0.05,,,,,,,,,,,,,,,,,,,
F. Cho,Southern Ristan,DF,1,0,0,0,Swift Musketeers,No,No,26,1994,0.73,-0.07,1.3,-0.05,0.07,1.2,0.06,-0.02,0,23.37,0.05,-0.02,0.01,0.22,0.23,0.15,-0.07,-0.16,58.86,68.79,85.55,1022.55,276.23,30.02,31.31,96.04,24.99,27.44,90.81,3.84,6.32,59.99,-0.03,-0.09,-0.01,0.01,3.77,3.76,0.03,9.97,7.51,3.67,6.16,1.26,0.1,3.79,3.75,100.09,-0.09,23.81,5.06,21.12,3.7,13.84,6.22,3.78,-0.08,0.06,3.78,3.71,11.36,1.26,-0.09,,,,,,,,,,,,,,,,,,,
H. Nyombi,Southern Ristan,DF,1,0,0,0,Flawless Cows,No,No,25,1995,2.04,-0.08,0.45,-0.02,0,0.46,0.09,-0.08,0,25.62,-0.08,0.05,-0.05,0.1,-0.02,0.08,-0.02,0.09,74.01,78.92,93.68,1337.02,367.05,34.46,35.96,95.9,30.56,32.04,95.4,9.08,10.43,85.66,0.08,-0.04,-0.06,-0.1,7.91,0.02,-0.1,2.53,0.59,0.48,0.01,0.56,0.04,0.56,0.44,99.92,0.09,11,2.45,22.78,6.03,4.46,0.42,3.09,2.41,-0.05,0.43,2.47,3.06,2.44,0.43,,,,,,,,,,,,,,,,,,,
I. Permana,Southern Ristan,DF,1,0,0,0,Flawless Cows,No,No,27,1993,4.06,0.51,1.05,0.73,75.04,1.06,0.78,0.54,0.65,14.77,-0.08,-0.05,0.09,0.26,0.11,0.19,0.28,0.28,62.3,70.83,87.91,1103.83,255.59,28.5,31.04,91.86,24.8,27.39,90.79,6.91,8.47,82.48,0.02,-0.02,0.05,0.28,1.41,0.16,0.07,2.7,2.42,0.98,2.08,0.42,0.05,1.84,2.98,58.22,1.34,18.53,2.03,10.85,9.7,7.49,1.29,1.5,0.33,0.03,1.17,2.48,5.05,1.72,0.07,,,,,,,,,,,,,,,,,,,
J. Kondowe,Southern Ristan,DF,1,0,0,0,Flawless Cows,No,No,29,1991,3.69,0.26,1.08,0.19,24.94,1,0.17,0.33,1.05,23.22,-0.06,0.09,0.09,0.31,0.3,0.22,-0.02,0.15,45.41,59.7,75.91,815,286.17,22.74,25.13,90.29,16.82,21.62,77.57,5.48,11.81,45.59,0.61,0.02,0.39,0.83,1.95,0.37,-0.07,4.35,2.52,1.4,1.68,0.8,0.07,1.36,2.7,50.09,1.27,11.53,2.88,25.62,6.55,3.76,1.31,1.62,0.24,0.07,1.4,2.46,4.79,3.41,0.07,,,,,,,,,,,,,,,,,,,
L. Oroma,Southern Ristan,DF,1,0,0,0,Flawless Cows,No,No,30,1990,1.99,0.04,0.05,-0.09,0,-0.08,0.08,0,0,0,-0.01,0.08,-0.01,0.05,0.03,0,-0.07,-0.07,84.43,85.42,98.78,1955.58,523.49,15.06,15.48,96.82,52.95,53.03,99.94,16.5,16.47,99.92,-0.06,-0.05,0,0.43,2.42,-0.02,-0.02,1.52,2.02,0.93,1.05,1.06,0.05,1.01,0.91,99.95,0.04,5.56,1.98,36.43,3.45,1.96,-0.04,1.05,-0.01,0.1,1.07,3.01,5.02,3.96,-0.08,,,,,,,,,,,,,,,,,,,
O. Salonen,Southern Ristan,DF,1,0,0,0,Flawless Cows,No,No,31,1989,0.96,0.04,1.98,1.08,50.04,1.81,0.91,-0.01,-0.06,14.62,0.07,0.07,-0.04,0.07,0.09,0.14,-0.17,-0.03,59.96,69.97,85.72,787.02,157.93,38.97,39.95,97.47,16.93,22.92,73.94,1.06,2.02,49.98,-0.07,0.09,0.03,0.95,0.98,0.95,-0.08,1.99,1.93,1.91,-0.05,2.03,0.03,0.08,0.96,-0.08,1.02,15.91,6.95,43.82,0.02,5.94,9.96,-0.1,-0.02,-0.1,-0.01,-0.03,2.01,3.93,0.06,,,,,,,,,,,,,,,,,,,
R. Auer,Southern Ristan,DF,1,0,0,0,Flawless Cows,No,No,35,1985,3.3,0.08,0.35,0.07,0.1,0.25,0.09,0.05,0,7.93,0.06,-0.02,0.02,-0.02,-0.02,0.24,-0.15,0,53.83,56.59,95.04,1087.56,264.98,14,15.21,91.84,32.15,32.9,98.17,6.84,7.42,91.62,-0.04,-0.1,0.06,0.06,5.38,0.26,0.1,2.19,3.15,2.15,2.21,0.87,-0.07,1.31,1.25,99.95,0.08,8.67,4.46,50.08,5.93,1.85,0.97,2.1,1.82,-0.02,0.26,1.61,4.67,3.69,-0.01,,,,,,,,,,,,,,,,,,,
W. Karlsson,Southern Ristan,DF,1,0,0,0,Flawless Cows,No,No,31,1989,4.04,0.02,0.56,0.02,-0.03,0.47,0.02,-0.02,0,19.69,-0.07,-0.03,-0.05,0,-0.02,-0.05,0.09,-0.02,66.78,76.52,87.22,1405.94,373.47,23.75,25.27,94.1,33.03,35.42,93.01,10.09,14.52,68.91,0.01,-0.01,0.06,0.07,5.54,0.84,0.06,2.48,0.84,0.02,0.15,0.41,-0.05,0.51,0.65,66.72,0.28,3.74,1.27,33.31,0.98,2.57,0.21,2.26,1.67,0.04,0.49,0.25,0.97,3.01,0.09,,,,,,,,,,,,,,,,,,,
X. Nakibuuka,Southern Ristan,DF,1,0,0,0,Flawless Cows,No,No,33,1987,3.78,0.06,-0.09,0.09,0,0,0.04,0,0,0,-0.03,-0.01,0.04,-0.03,0.09,0,0,0.05,74.12,81.21,91.23,1520.53,598.41,26.81,27.62,97.1,35.76,39.24,91.3,11.6,14.25,81.47,-0.07,-0.06,0.03,0.75,4.83,0.17,-0.01,4.04,1.42,1.23,0.44,0.56,0.23,0.17,0.74,33.28,0.58,5.49,1.32,23.75,4.18,1.28,-0.05,1.63,0.45,0.07,1.14,0.45,1.87,4.95,0.04,,,,,,,,,,,,,,,,,,,
X. Boateng,Southern Ristan,DFMF,1,0,0,0,Flawless Cows,No,No,26,1994,0.34,-0.02,0.05,0.01,0,0.05,0.07,0,0,0,-0.01,0.01,-0.04,0.05,-0.07,0,0.05,-0.02,26.65,30,88.95,433.27,46.76,13.27,16.79,79.98,13.33,13.21,99.91,0.06,-0.01,0,0.01,0.1,0.07,0.07,-0.06,-0.04,0.03,-0.07,-0.1,0.09,-0.03,0.03,-0.09,0.08,3.32,-0.02,3.39,19.99,-0.08,0.05,0.05,9.91,9.96,-0.03,-0.04,0.04,-0.04,0.07,0.1,-0.04,0.01,,,,,,,,,,,,,,,,,,,
B. Phillips,Southern Ristan,FW,0,1,0,0,Flawless Cows,No,No,27,1993,4.82,0.87,2.4,0.94,41.73,2.41,1.11,0.24,0.54,16.43,0.25,0.21,0.22,0.52,0.47,0.17,0.16,0.15,10.39,15.82,65.46,156.8,22.04,5.85,7.59,78.49,2.99,4.66,65.26,0.84,1.64,49.92,-0.03,0.01,-0.05,0.52,0.41,0.87,0.03,1.22,-0.02,0.1,0.07,0.06,0.06,0.07,-0.01,0,-0.09,3.62,0.65,16.69,-0.04,1.53,1.95,0.14,0.21,-0.1,0.03,0.03,0.07,0.33,0.08,,,,,,,,,,,,,,,,,,,
F. Diaz,Southern Ristan,FW,0,1,0,0,Flawless Cows,No,No,30,1990,0.06,-0.09,-0.04,0.09,0,0.02,-0.07,0,0,0,0.06,0.07,0.02,0,0.04,0,0.03,0.02,39.93,49.94,79.91,499.98,-0.07,19.99,29.94,66.73,-0.01,0.04,0,10.08,10.07,99.93,-0.1,-0.01,-0.01,0.09,0.04,0.07,-0.05,0.01,-0.03,0.08,0.06,-0.03,0.1,0.03,0.09,0,0.02,19.91,19.94,100.01,-0.01,9.91,10.06,-0.09,-0.08,0.03,-0.04,0.08,-0.09,0.03,-0.05,,,,,,,,,,,,,,,,,,,
Y. Ruggiero,Southern Ristan,GK,0,0,0,1,Flawless Cows,No,No,28,1992,5.07,0.06,-0.09,-0.01,0,0.06,-0.08,0,0,0,0.07,0.05,0.02,-0.02,-0.04,0,-0.03,-0.06,27.95,34.28,81.9,792.35,434.5,6.19,6.2,100.01,11.48,11.42,100.01,10.33,16.38,63.4,-0.06,0.04,0.06,-0.07,0.06,0.05,0.02,0.09,0.09,0.01,-0.09,-0.05,0.09,0.06,-0.07,0,-0.1,-0.1,-0.07,0,-0.09,0.1,0,0.02,-0.03,0.1,0.1,-0.06,0.07,0.12,-0.06,5.05,4.92,449.97,5.08,0.67,0.64,3.06,2.34,79.95,0.79,0.06,0.22,0.62,59.92,-0.1,0.07,0.04,-0.04,0
A. Lefevre,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,29,1991,3.07,0.42,1.65,1.06,60.01,1.76,0.99,0.17,0.31,20.83,-0.09,-0.09,0.03,0.04,0.03,0.04,0.24,0.32,45.32,60.79,74.77,919.05,280.35,20.34,23.77,85.85,14.93,20.38,73.8,9.61,14.73,65.87,0.71,0.74,0.02,4.24,6.67,2.33,-0.08,6.6,0.74,0.38,0.25,-0.07,0.39,0.69,1.25,50.06,0.64,17.05,2.57,15.75,3.03,7.41,6.75,1.74,-0.09,-0.04,1.73,0.01,0.63,0.05,0.07,,,,,,,,,,,,,,,,,,,
B. Amin,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,18,2002,1.71,0.04,1.59,0.51,33.26,1.58,0.52,-0.03,0.03,17.89,-0.1,-0.07,-0.06,0.09,0.12,-0.02,-0.13,-0.2,26.71,33.27,80.04,394.41,55.68,16.11,18.93,85.29,8.84,12.17,72.65,1.64,1.57,100.01,0.1,0.16,-0.02,1.71,1.16,1.76,-0.06,1.68,1.59,1.2,1.14,0.56,0.05,0.55,1.16,50.05,0.6,13.33,3.9,29.27,2.8,3.97,6.58,0.54,-0.02,0.06,0.51,0.05,1.7,-0.07,-0.03,,,,,,,,,,,,,,,,,,,
C. Mitrovi?,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,25,1995,1.7,0.09,0.59,0,0.06,0.65,0.07,-0.04,0,15.93,0.1,-0.1,0.04,0.06,-0.02,0.17,-0.06,-0.16,45.83,52.87,86.7,831.89,97.2,21.88,23.41,92.45,19.33,21.71,89.24,4.74,7.16,66.7,-0.04,-0.04,0.02,-0.06,1.68,0.07,-0.07,0.08,1.26,0.61,0.01,1.15,0.07,0.5,1.27,49.96,0.58,20.04,4.15,20.56,10.08,9.48,0.67,1.72,0.63,0.05,1.18,1.77,2.97,1.74,-0.1,,,,,,,,,,,,,,,,,,,
H. Leong,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,23,1997,3.84,0,0.58,0.06,-0.06,0.44,-0.09,-0.06,0,26.69,0.01,0.04,-0.02,0.06,0.09,0.08,-0.06,-0.02,48.12,56.28,85.44,902.39,209.12,19.41,21.55,90.23,21.69,24.54,88.13,5.97,7.65,79.37,0.07,0.12,-0.05,0.59,4,0.74,0.33,3.6,1.82,1.92,1.13,0.54,0.17,0.51,2.03,25.01,1.62,13.44,4.39,33.21,5.23,7.02,1.14,1.23,0.35,-0.07,1.11,0.49,2.42,0.79,0.05,,,,,,,,,,,,,,,,,,,
I. Reilly,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,32,1989,3.43,-0.08,0.64,0.32,50.03,0.51,0.34,0.04,0.01,24.49,-0.08,-0.04,0.09,-0.04,0.07,0.01,0.07,0.05,58.79,61.45,95.65,1096.42,161.51,24.78,25.58,96.68,27.18,28.22,95.7,6.56,6.77,95.74,0.03,0.07,-0.04,0.83,3.59,-0.02,0.06,1.75,2.12,1.75,1.47,0.22,0.3,0.58,2.06,28.58,1.54,13.29,4.05,31.05,7,4.94,1.09,0.33,0.29,0.04,-0.05,0.01,2.14,0.91,-0.06,,,,,,,,,,,,,,,,,,,
K. Clark,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,33,1987,2.05,-0.08,0.58,0.43,99.98,0.47,0.52,-0.06,-0.08,7.23,0.02,0.1,0.02,-0.01,0.12,0.07,-0.14,-0.14,14.5,23.99,60.37,228.58,80,7.02,10.04,69.98,6.41,9.52,68.49,0.59,2.55,20,0.51,0.02,0.36,0.58,1.47,0.51,0.03,2.01,1.96,1.91,0.47,0.91,0.54,0.05,2.56,-0.04,2.54,23.5,4.48,19.14,4.97,12.09,6.46,1.04,0.51,-0.1,0.58,1.54,3.46,0.51,-0.05,,,,,,,,,,,,,,,,,,,
N. Utami,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,30,1991,2.53,0.08,1.96,0.87,40,2.07,0.89,0.01,-0.07,17.48,-0.04,0.06,-0.08,0.12,0.12,0.1,-0.19,-0.2,48.49,55.51,87.17,796.75,180.79,26.03,29.3,88.93,19.14,21.95,87.3,3.29,3.54,88.91,0.44,-0.02,0.28,0.83,3.68,1.17,0.34,4.82,1.19,0.47,0.44,0.71,0.08,0.44,0.8,49.92,0.41,8.06,0.88,10,1.6,1.96,4.43,2.07,0.1,0.08,2.07,1.3,2.45,0.03,-0.06,,,,,,,,,,,,,,,,,,,
O. Nalubega,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,27,1993,1.45,0.09,0.72,0.01,0.08,0.74,0.04,-0.02,0,13.03,-0.03,0.03,0.01,0.04,0.03,0.09,-0.06,-0.16,24.76,31.96,77.02,386.64,81.35,15.33,16.09,95.8,5.34,7.27,72.7,2.76,6.09,44.43,-0.02,0.01,0,0.69,2.71,0.08,0.04,1.91,0.75,-0.01,0.02,0.76,-0.01,0.08,0.04,0,-0.04,14.79,2.62,18.28,2.61,1.93,9.99,1.98,0.01,0.09,2,0.72,1.42,0.08,-0.08,,,,,,,,,,,,,,,,,,,
V. Chun,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,28,1992,-0.06,-0.08,0,0.02,0,0.03,0.06,0,0,0,0.04,0.07,0.04,-0.01,-0.04,0,0,0.01,1.94,1.91,99.95,25.07,4.97,1.98,2.08,99.95,0.02,0.1,0,0.07,-0.05,0,-0.08,0,0.01,-0.05,0.1,0.04,0.02,0.09,0.09,-0.07,-0.1,0.07,0.03,0.05,-0.05,0,0,1.02,0.09,-0.05,0.96,0.02,0.03,0,0.05,-0.02,-0.04,-0.08,-0.06,-0.06,-0.07,,,,,,,,,,,,,,,,,,,
X. Nakanwagi,Southern Ristan,MF,0,0,1,0,Flawless Cows,No,No,27,1993,0.19,0.05,0.08,-0.07,0,0.05,-0.03,0,0,0,-0.09,0.04,0.03,-0.06,-0.07,0,0.06,-0.06,55.07,60.1,91.7,694.94,130.05,30.06,29.91,100.09,20.03,19.91,99.94,-0.04,0.04,0,0.08,-0.05,0.04,0.02,0.04,-0.1,0.05,-0.03,0.08,-0.07,-0.08,-0.01,-0.05,0.06,0.09,0,0.01,14.92,-0.1,0,-0.07,10.08,5.06,-0.07,0.09,-0.07,-0.08,-0.01,0.08,-0.06,-0.07,,,,,,,,,,,,,,,,,,,
Aggregate,Southern Ristan,,,,,,,No,,675,47807,55.18,2.14,17.43,6.28,475.25,17.11,6.6,1.04,2.38,289.22,-0.1,0.59,0.33,1.81,1.7,1.68,-0.27,-0.22,1087.4,1252.9,2046.97,19613.67,5067.57,485.86,531.38,2181.95,448.66,497.2,1924.01,127.91,173.16,1439.99,2.05,0.87,1.22,13.3,63.1,14.05,0.69,62.1,37.3,24.54,21.76,12.85,2.24,14.41,28.84,861.66,15.69,303.89,79.25,581.69,81.99,130.09,91.1,27.49,8.81,0.32,18.88,22.31,59.52,32.67,0.21,5.05,4.92,449.97,5.08,0.67,0.64,3.06,2.34,79.95,0.79,0.06,0.22,0.62,59.92,-0.1,0.07,0.04,-0.04,0
A. Ansah,Varijitri Isles,DF,1,0,0,0,Flawless Cows,No,Yes,22,1998,2.57,-0.04,1.13,0.39,33.38,1.25,0.45,-0.06,0.02,9.32,0.06,-0.02,0.09,0.13,0,0.1,-0.08,-0.13,49.29,55.11,89.01,910.31,240.33,20.35,20.85,98.04,22.85,25.21,90.4,6.06,8.78,68.28,-0.01,-0.04,0.1,0.45,1.51,0.07,-0.01,1.24,1.91,0.7,1.18,0.82,0.09,0.07,0.74,-0.09,0.86,16.87,4.41,26.27,11.22,5.68,0.02,2.36,1.19,0.08,1.15,4.83,6.72,6.89,0.06,,,,,,,,,,,,,,,,,,,
C. Malkah,Varijitri Isles,DF,1,0,0,0,Flawless Cows,No,Yes,21,1999,1.18,-0.01,3.39,3.24,99.95,3.27,3.32,-0.05,-0.02,18.27,-0.08,-0.05,0.1,0.48,0.42,0.13,-0.5,-0.51,38.35,49.12,77.96,631.63,213.36,17.45,20.71,83.9,16.62,19.2,87.06,2.41,5.05,50.01,-0.01,0.14,-0.05,0.77,2.45,0.88,0.76,5.9,4.94,2.45,0.84,3.39,0.89,0.9,1.69,49.92,0.85,10.74,3.25,30.73,3.33,4.08,3.34,0.83,0.09,0.04,0.83,4.09,9.23,1.73,0.01,,,,,,,,,,,,,,,,,,,
E. Amony,Varijitri Isles,DF,1,0,0,0,Flawless Cows,No,Yes,25,1995,1.7,-0.04,0.48,0.09,-0.04,0.63,0.09,0.02,0,22,0.02,0.04,-0.02,-0.09,-0.02,0.05,-0.07,0.01,33.82,40.06,84.69,580.57,253.99,15.04,17.22,87.12,13.93,16.69,83.29,3.94,4.93,77.77,0.09,0.05,0.07,-0.08,1.65,1.05,0.56,6.67,0.56,0.04,0.6,0.08,0.07,0.47,1.57,33.34,1.04,15.64,3.81,24.91,10.09,4.93,0.51,2.72,-0.06,0.07,2.84,0.48,1.07,2.16,0.09,,,,,,,,,,,,,,,,,,,
L. James,Varijitri Isles,DF,1,0,0,0,Flawless Cows,No,Yes,23,1997,3.05,-0.06,0.31,-0.02,-0.01,0.29,0.07,0.05,0,21.93,0.07,-0.02,-0.03,0.04,-0.04,0.04,-0.07,-0.01,44.22,54.36,81.68,764.61,276.23,22.78,23.95,94.44,14.94,19.94,75.02,4.34,6.99,61.89,0.07,0.1,0.03,0.69,3.63,0.42,-0.06,1.65,1.67,0.62,0.98,0.4,0.29,1.1,3.62,27.32,2.73,22.31,4.41,19.49,11.99,7.67,2.59,3.36,0.34,-0.01,2.95,3.3,4.98,1.34,-0.1,,,,,,,,,,,,,,,,,,,
