Player,Nation,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%
M. Sseguya,Nganion,GK,Sassy Knights,No,Yes,E,35,1984,17.63,-0.01,-0.01,0.04,,-0.07,-0.03,,,,-0.03,0.05,-0.02,-0.09,0.07,,0.01,0.04,15.27,29.74,51.23,675.47,511.56,1.06,1.05,100.05,3.42,3.44,98.39,10.63,25.28,42.68,0.08,0.09,-0.03,0.05,0.75,-0.01,0.06,-0.05,-0.09,-0.03,0.03,-0.07,0.09,0.05,-0.01,,0.05,0.13,0.14,99.93,0.16,-0.06,-0.04,0.06,-0.04,-0.08,0.01,0.06,0.09,0.08,0.05,18.92,18.04,1583.05,17.65,1.27,1.4,2.82,1.56,58.79,0.38,0.57,0.31,0.22,27.73,0.25,0.08,0.05,-0.03,-0.03
F. Lukyamuzi,Nganion,MF,Sassy Knights,No,Yes,E,31,1988,12.06,0.18,1.58,0.59,36.75,1.6,0.61,0.06,0.31,23.68,0.16,-0.09,0.05,0.08,0.19,0.1,0.13,0.05,37.03,49.87,74.23,683.95,236.83,15.97,18.34,86.42,15.86,19.67,80.03,4.52,9.77,45.82,0.04,0.1,-0.06,1.17,4.55,0.6,0.08,4.35,1.31,0.6,0.45,0.55,0.21,0.42,1.77,25.01,1.33,15.99,4.84,30.14,4.62,8.89,2.47,1.25,-0.01,0.02,1.19,0.77,1.99,0.59,0.03,,,,,,,,,,,,,,,,,,,
J. Kayendeke,Nganion,MF,Sassy Knights,No,Yes,E,33,1986,25.78,0,0.72,0.23,29.32,0.67,0.18,0.06,0.35,12.53,-0.02,0.09,-0.04,0.18,0.03,0.16,-0.06,0.05,28.36,39.09,72.69,539.21,168.63,11.59,14.48,80.46,12.21,15.85,77.33,4.17,6.97,60.75,-0.03,0.09,0.06,0.6,3.54,0.33,0.07,3.83,2.61,1.51,1.27,1.21,0.29,0.88,2.09,42.88,1.27,19.86,6.41,32.12,5.38,11.87,2.55,1.99,0.26,-0.06,1.7,0.68,3.39,2.76,0.02,,,,,,,,,,,,,,,,,,,
P. Ngamita,Nganion,MF,Sassy Knights,No,Yes,E,29,1990,12.9,-0.05,0.97,0.17,15.34,1.08,0.15,-0.01,0.09,27.39,-0.02,-0.02,0.04,-0.06,0.09,0,-0.12,0.04,44.99,59.65,75.42,1048.63,317.14,14.34,16.86,84.46,17.89,23.14,77.22,12.23,18.01,68.18,0.17,0.12,-0.02,0.53,6.37,0.74,0.24,6.22,1.95,1.07,0.68,0.88,0.45,0.75,2.19,34.41,1.45,20.52,6.03,29.12,4.43,13.14,3.05,1.49,0.28,0.04,1.29,1.17,3.11,1.25,0.08,,,,,,,,,,,,,,,,,,,
Y. Arinitwe,Nganion,MF,Sassy Knights,No,Yes,E,19,1999,0.13,0.05,-0.08,0.02,,0.08,0.04,,,,0.06,-0.07,-0.04,0.05,0,,-0.04,-0.05,40.06,50.04,79.92,440.01,110.03,39.91,39.98,100.03,0.06,9.93,-0.09,-0.04,0.01,,-0.01,-0.02,-0.08,0.04,0.07,-0.09,0.08,-0.01,-0.09,-0.1,0.07,0.02,0.08,0.01,-0.08,,0.04,9.99,10.05,99.97,0.06,0.07,9.98,0.03,-0.1,0.1,0.03,0,0.09,10.09,0.02,,,,,,,,,,,,,,,,,,,
J. Poto?nik,Rosvi,MF,Sassy Knights,No,No,E,27,1992,24.86,0.08,0.93,0.24,33.31,0.76,0.33,-0.03,0.09,11.14,0.09,0,0.07,-0.02,0.05,0.18,-0.11,-0.12,23.09,30.92,74.58,389.63,97.13,11.17,13.71,81.18,9.37,12.2,76.82,1.95,3.06,66.21,0.06,-0.04,-0.03,0.67,1.98,0.35,0.18,2.24,1.69,1.02,0.47,1.04,0.04,0.44,1.55,24.99,1.3,17.38,4.89,28.37,3.4,8.93,4.93,0.78,0.19,0.09,0.61,0.7,2.29,1.06,-0.05,,,,,,,,,,,,,,,,,,,
K. Deng,Nganion,MFDF,Sassy Knights,No,Yes,E,21,1998,16.55,0.1,0.83,0.27,21.32,0.94,0.21,0.05,0.24,25.43,-0.07,-0.01,-0.1,0.03,0.11,0.03,-0.04,0.01,30.4,39.54,76.77,644.76,154.57,10.56,12.3,85.9,13.15,16.22,80.72,6,9.42,64.55,-0.08,0.03,-0.05,0.49,2.17,0.34,0.13,2.5,3.36,1.95,1.53,1.59,0.36,1.46,3.63,42.44,2.02,22.03,6.11,27.62,6.58,13.18,2.19,2.42,0.39,0.04,2.1,0.47,3.77,2.03,0.15,,,,,,,,,,,,,,,,,,,
C. Said,Nganion,MFFW,Sassy Knights,No,Yes,E,26,1993,6.08,0.12,1.3,0.11,12.58,1.28,0.14,0.23,1,13.4,0,0.08,0.08,0.27,0.12,0.06,0.05,0.07,23.29,28.88,80.25,332.96,91.59,14.97,17.2,87.42,6.11,7.82,78.69,1.3,1.87,72.75,-0.09,0.03,-0.03,0.46,1.77,0.87,-0.06,2.75,2.07,0.44,0.89,0.6,0.58,0.77,1.75,45.44,1.1,14.25,3.75,26.77,4.05,7.31,3.03,1.77,-0.1,0.08,1.74,0.98,3.02,0.07,-0.02,,,,,,,,,,,,,,,,,,,
J. Pradhan,Nganion,MFFW,Sassy Knights,No,Yes,E,22,1997,3.54,0,1.68,0.76,50.1,1.67,0.82,-0.04,-0.04,18.57,0.01,-0.09,-0.01,0.14,0.21,0.01,-0.1,-0.08,17.76,25.3,69.76,275.93,77.12,9.08,10.66,86.45,7.06,9.43,75.9,0.48,3.11,18.22,0.38,0.22,-0.07,0.87,0.61,1.8,0.23,3.62,0.29,0.3,0.32,0.02,0.05,0.36,0.56,49.92,0.37,13.79,2.78,20.8,1.96,6.76,4.89,1.39,0.29,0.08,1.21,0.07,0.23,0.24,-0.06,,,,,,,,,,,,,,,,,,,
R. Tumusiime,Nganion,MFFW,Sassy Knights,No,Yes,E,30,1989,30.11,0.17,2.35,0.62,26.45,2.48,0.63,-0.04,0.07,24.9,0.2,0.19,0.12,0.19,0.15,0.14,-0.07,-0.09,24,36.92,64.5,459.87,167.34,10.45,13.27,78.69,8.99,12.75,70.22,3.87,8.61,43.93,0.17,0.19,0.13,1.42,2.44,1.31,0.52,3.87,0.71,0.76,0.3,0.51,0.02,0.38,1.64,23.09,1.38,12.77,3.27,25.07,2.59,6.96,3.07,1.92,0.09,-0.01,1.87,0.75,1.5,1.62,-0.06,,,,,,,,,,,,,,,,,,,
V. Phung,Nganion,MFFW,Sassy Knights,No,Yes,E,26,1993,24.21,0.34,2.05,0.79,36.46,2.18,0.87,0.19,0.33,19.79,0.44,-0.04,-0.05,0.25,0.25,0.07,0.07,0.12,29.63,42.01,70.42,563.82,185.59,13.77,16.79,81.86,10.27,13.66,75.25,4.97,9.56,51.41,0.01,0.11,-0.06,1.97,2.57,1.34,0.51,3.61,2.16,0.99,0.71,1.02,0.29,0.39,1.44,25.05,1.06,16.71,5.13,30.93,3.49,9.14,4.25,1.96,0.16,0.08,1.57,0.45,2.5,0.89,0.06,,,,,,,,,,,,,,,,,,,
I. Leibowitz,Imaar Vircoand,DF,Screaming Ramblers,No,No,E,25,1993,13.35,0,0.51,0.08,16.73,0.48,0.18,0.21,1.03,9.39,0.01,-0.03,0.06,-0.02,0.08,0.02,0.02,0,25.66,32.08,79.98,614.7,235.83,6.35,6.83,91.37,13.15,14.98,87.84,6.05,9.85,62.38,-0.02,-0.01,-0.07,0.33,1.92,0.16,0.04,2.49,1.88,1.03,1.06,0.7,-0.03,0.36,1.09,42.9,0.66,6.68,1.71,26.96,4.36,2.41,-0.04,1.35,0.59,-0.09,0.75,0.47,2.28,5.68,0.13,,,,,,,,,,,,,,,,,,,
K. Asadi,Lefghau,DF,Screaming Ramblers,No,No,E,25,1993,23.58,0.02,0.17,0.08,50.01,0.28,0.04,0.38,0.58,8.24,-0.06,0.1,0.03,-0.02,0.03,0.08,0.02,-0.04,28.25,35.59,79.53,706.47,243.49,6.67,7.41,88.09,13.45,15.15,88.81,8.16,12.48,65.74,0.07,0.03,0,0.14,1.22,-0.02,-0.07,1.29,1.14,0.62,0.81,0.3,-0.01,0.35,1.04,36.98,0.64,6.8,1.99,30.52,4.82,1.97,-0.01,1.51,0.93,0.05,0.73,0.44,1.73,7.54,0.02,,,,,,,,,,,,,,,,,,,
A. O'Connor,Nganion,DF,Screaming Ramblers,No,Yes,E,17,2002,1.04,-0.01,0.09,-0.02,,0.06,-0.01,,,,-0.04,0.03,0.01,0.06,-0.1,,-0.04,0,17.94,30,59.94,326.06,135.09,10.04,16.09,62.5,6.07,7.99,75.05,1.95,4.94,40.06,0.08,-0.02,-0.01,-0.03,1.9,-0.04,0.01,1.09,5.07,2.98,2.96,2.06,0.04,0.93,2.05,49.96,0.91,18.06,9.02,50.02,8.98,7.98,1.09,1.01,0.91,0.04,0,0.06,5.05,5.97,0.02,,,,,,,,,,,,,,,,,,,
B. Binder,Nganion,DF,Screaming Ramblers,No,Yes,E,29,1990,21.03,-0.07,0.31,0.02,14.24,0.32,0.1,0.08,-0.02,20.8,-0.05,0.07,-0.1,0.06,0.06,0.06,-0.11,-0.01,30.49,40.25,75.84,575.33,225.48,12.53,14.36,86.58,13.84,17.28,80.68,3.43,6.92,48.5,-0.09,-0.07,0.07,0.16,2.12,0.07,-0.05,2.4,2.19,1.23,1.37,0.57,0,0.61,1.33,37.88,0.76,12.79,3.81,30.1,6.5,5.67,0.51,2.27,0.46,0.03,1.93,1.32,3.44,4.84,0.17,,,,,,,,,,,,,,,,,,,
E. Miyamoto,Nganion,DF,Screaming Ramblers,No,Yes,E,21,1997,2.57,-0.07,0.03,0.09,,0.05,-0.01,,,,0,-0.02,0.01,0.09,0.08,,0.08,0.04,16.42,22.75,72.83,393.06,154.62,5.02,5.83,86.78,6.5,9.29,70.79,4.25,6.82,61.16,0.06,0,-0.08,-0.08,0.4,-0.02,-0.06,0.69,0.8,0.37,0.83,-0.07,-0.1,0.45,1.62,25.02,1.1,9.19,2.26,24.95,6.58,2.4,0.34,3.45,1.61,0.03,1.98,0.74,1.52,6.22,-0.06,,,,,,,,,,,,,,,,,,,
G. Magaya,Nganion,DF,Screaming Ramblers,No,Yes,E,23,1996,23.29,0.05,0.11,0.1,33.23,0.15,0.11,0.36,0.92,24.35,-0.07,0.01,0.02,0,-0.04,0.31,-0.06,-0.04,31.07,43.44,71.25,542.01,260.41,14.13,16.45,85.48,13.58,17.55,76.9,2.91,7.45,40.69,0.05,-0.04,-0.09,0.51,1.55,0.53,0.26,2.67,2.15,1.03,1.06,0.81,0.18,0.97,2.24,50.05,1.05,10.6,2.62,24.19,4.96,4.51,0.95,1.75,0.28,0.02,1.32,0.3,2.61,2.93,0.14,,,,,,,,,,,,,,,,,,,
O. Gatti,Nganion,DF,Screaming Ramblers,No,Yes,E,22,1997,9.6,-0.08,0.34,0.04,-0.07,0.4,-0.06,0.08,,14.95,-0.04,0.02,0.01,-0.01,0.13,0.15,-0.11,-0.15,26.64,37.34,71.26,488.89,261.26,10.7,12.49,87.31,12.87,16.84,76.3,2.71,6.92,39.41,-0.04,0.12,-0.06,0.57,2.51,0.65,0.17,4.03,2.03,0.71,1.3,0.49,0.06,0.35,0.72,50.06,0.41,9.14,2.32,25.39,4.38,4.29,0.56,2.48,0.36,-0.06,1.99,1.14,2.99,3.43,0.01,,,,,,,,,,,,,,,,,,,
S. Kule,Nganion,DF,Screaming Ramblers,No,Yes,E,23,1995,29.52,-0.01,0.62,0.18,40.04,0.67,0.32,-0.08,-0.09,17.23,-0.06,-0.07,0.04,0.03,-0.05,0.12,-0.13,-0.11,31.52,44.3,71.28,585.61,298.69,13.58,15.41,87.38,14.02,18.92,74.54,3.4,8.41,41.09,0.03,0.04,0,0.42,2.99,0.52,0.27,3.21,2.41,1.27,1.4,0.86,0.19,1.06,1.84,54.47,0.83,11.77,3.59,29.85,5.23,4.96,1.47,2.05,0.22,0.08,1.81,0.59,2.98,4.35,0.07,,,,,,,,,,,,,,,,,,,
T. Haim,Nganion,DF,Screaming Ramblers,No,Yes,E,29,1989,29.44,0.07,0.19,0.01,12.57,0.26,0.08,0.18,1.02,14.77,0,0.09,0.06,0.07,-0.02,0.01,0.08,0.05,26.11,34.78,75.32,685.43,302.61,5.3,6.11,86.83,12.76,14.51,87.11,7.76,13.43,57.95,0.13,0.07,0,0.33,2.33,0.17,-0.04,1.85,0.79,0.68,0.56,0.26,0.05,0.49,1.06,39.32,0.6,7.25,1.81,25.72,4.52,2.71,0.14,1.57,0.5,0.1,0.89,0.49,1.51,6.2,-0.01,,,,,,,,,,,,,,,,,,,
O. Bošnjak,Northern Namemo Laand,DF,Screaming Ramblers,No,No,B,25,1994,19.59,0.11,0.42,0.29,39.91,0.43,0.2,0.3,0.45,13.68,-0.01,0.03,0.02,0.15,0.15,0.25,0.03,0.1,48.04,53.98,88.98,1124.25,339.22,11.3,12.48,89.23,24.87,26.69,93.62,11.65,14.37,81.06,0.04,0,0.08,-0.03,3.31,0.12,0.05,3.76,2.64,1.34,1.85,0.76,-0.09,1.25,2.54,50.02,1.32,12.05,4.54,37.65,7.31,4.32,0.46,2.04,0.82,-0.07,1.34,1.1,3.76,4.25,0.14,,,,,,,,,,,,,,,,,,,
Q. Amanya,Hazi Kimar,FW,Screaming Ramblers,No,No,E,21,1998,0.19,-0.06,4.97,5.07,99.9,4.16,4.15,0.09,-0.05,24.03,0,-0.02,0.09,0,0.09,0.06,-0.08,-0.09,15.05,24.96,59.99,189.99,9.97,10.03,15.03,66.76,4.92,10.03,50.03,0.02,0.07,,-0.06,-0.02,0.09,0.02,0.04,-0.03,0.05,0.03,-0.07,0.06,0.08,0.03,0,-0.09,15.06,0.07,15.03,59.91,10,16.69,5.03,35.06,20.05,0.07,0.08,0,-0.09,0.07,-0.02,0.05,0.05,,,,,,,,,,,,,,,,,,,
H. Namwase,Nganion,FW,Screaming Ramblers,No,Yes,E,29,1990,30.82,0.32,2.68,0.96,34.64,2.55,0.95,0.21,0.33,13.21,0.01,0.03,0.02,0.44,0.3,0.02,-0.01,-0.09,17.59,32.17,54.43,277.57,76.21,10.11,16.79,60.51,4.79,10.17,47.68,1.8,3.44,53.82,0.08,0.14,0.01,0.4,2.49,0.45,0.15,2.5,0.84,0.47,0.19,0.44,0.21,0.02,1.02,9.73,0.87,17.57,4.55,26.23,1.05,8.35,8.1,1.34,0.14,-0.02,1.17,0.29,1.21,1.52,0.01,,,,,,,,,,,,,,,,,,,
S. Nyathi,Nganion,FW,Screaming Ramblers,No,Yes,E,30,1988,27.64,0.47,1.48,0.43,32.51,1.47,0.47,0.22,0.36,17.77,0.14,0.2,0.19,0.29,0.14,0.11,-0.06,0.07,16.22,25.45,63.41,301.51,99.96,7.08,9.62,74.48,6.14,8.27,73.16,2.23,6.02,37.04,0.26,0.16,0.06,2.21,1.08,1,0.09,2.29,0.43,0.36,0.19,0.19,0.15,0.08,0.66,10.58,0.7,14.15,3.91,27.39,0.93,6.98,6.04,0.46,0.03,-0.03,0.41,0.08,0.49,0.26,0.02,,,,,,,,,,,,,,,,,,,
D. Mugisa,Xikong,FWDF,Screaming Ramblers,Yes,Yes,E,27,1992,1.18,0.02,1.8,0.05,0.03,1.95,0.09,-0.04,,20.62,0.85,-0.04,-0.1,0.28,0.18,0,-0.23,-0.25,20.07,31.88,62.98,318.18,97.25,12.67,14.44,87.57,5.43,9.02,60.09,1.83,4.56,39.92,0.02,-0.03,0.07,0.96,2.64,1.9,-0.05,3.69,2.71,1.81,-0.07,1.79,0.95,0.03,0.89,0,0.93,25.51,5.38,21.46,0.88,11.88,12.68,0.96,-0.07,0,0.97,0.07,2.73,0.1,-0.09,,,,,,,,,,,,,,,,,,,
C. Ismail,Nganion,GK,Screaming Ramblers,No,Yes,E,22,1996,3.01,0.07,0.08,-0.03,,-0.06,0,,,,-0.05,-0.09,0.04,0,-0.07,,0.03,-0.06,14.27,27.77,51.74,660.06,540.23,2.36,2.42,99.94,3.7,3.77,99.92,8.33,21.77,38.46,-0.06,-0.06,-0.05,0.08,0.4,-0.09,-0.03,0.04,-0.03,-0.04,0.05,0.06,0,0.02,0.09,,-0.04,0.09,0.03,,0.08,-0.08,-0.05,0.05,0.08,-0.03,0.06,-0.03,0.02,0.01,0.05,2.93,2.92,270.09,2.93,1.06,1.01,1.4,0.57,49.98,0.29,0.4,0.29,0.27,33.3,0.35,0.34,0.01,0.08,0.1
F. Dauda,Nganion,GK,Screaming Ramblers,No,Yes,A,33,1986,7.55,-0.02,0.04,-0.05,,0,-0.01,,,,-0.05,-0.09,-0.09,0.02,-0.04,,-0.09,-0.03,14.98,30.58,48.65,586.25,468.63,2.27,2.25,100.03,4.57,4.51,99.98,7.98,23.68,33.41,-0.05,0,0.07,-0.1,-0.02,0.05,-0.06,-0.06,0.08,0.06,-0.06,0.03,-0.06,0.08,0.06,,0.08,0,-0.01,,0.07,-0.09,0.08,0.1,0.06,0.08,-0.08,0.08,0.04,0.08,-0.09,7.91,7.07,686.91,7.62,2.25,2.27,6.62,4.8,68.69,0.05,0.22,0.87,-0.07,0.1,0.11,0.11,-0.05,0.07,-0.04
M. Ategeka,Nganion,GK,Screaming Ramblers,No,Yes,E,27,1992,26.19,-0.02,0.04,0.06,,0.03,-0.08,,,,0.04,-0.09,0.09,-0.07,-0.01,,0.03,0,17.91,31.06,57.92,810.09,625.25,1.51,1.5,94.94,3.77,3.99,91.58,12.9,25.34,50.23,-0.08,0.01,0,-0.01,0.5,0,-0.04,-0.05,-0.08,0.06,-0.09,0.06,-0.06,-0.06,0.12,0.05,0.16,0.04,-0.03,49.9,0.07,-0.09,-0.06,0.02,0.07,-0.07,-0.09,0.07,-0.03,0,-0.02,27.01,26.94,2357.98,26.19,1.44,1.47,3.61,2.38,68.59,0.32,0.33,0.57,0.23,22.11,0.41,0.39,0.14,-0.03,27.31
I. Suleman,Central Badad,MF,Screaming Ramblers,No,No,E,19,2000,1.77,-0.04,0.08,-0.1,,-0.04,0.05,,,,0.01,-0.09,0.01,-0.09,-0.06,,0.09,0.07,19.34,22.37,86.72,271.75,55.36,10.6,12.32,85.78,6.43,7.08,91.63,0.54,0.62,99.98,0,0.04,0.05,0.07,1.16,-0.04,0.04,0.6,2.95,2.94,1.22,1.13,0.53,0.59,3.47,16.64,2.92,22.88,7.05,30.75,9.38,11.18,2.39,0.62,0.06,-0.09,0.66,2.44,5.36,1.84,0.05,,,,,,,,,,,,,,,,,,,
Q. Kobusinge,Nancipenuaroe,MF,Screaming Ramblers,No,No,E,29,1990,14.26,-0.07,0.92,0.06,7.1,0.97,0.02,-0.08,-0.06,29,-0.01,-0.05,0.03,-0.06,0.06,0.08,-0.08,0.06,24.58,34.14,71.82,587.22,144.12,7.19,9.13,77.98,10.27,12.85,78.87,6.81,11.14,61.32,0.05,0.04,0,0.05,2.86,0.24,-0.06,2.71,3.49,1.99,2.04,1.33,0.18,0.62,1.99,34.42,1.4,23.73,6.12,26.28,7.73,14.35,1.79,1.69,0.24,-0.09,1.39,0.96,4.39,1.46,0.01,,,,,,,,,,,,,,,,,,,
F. Mbale,Nganion,MF,Screaming Ramblers,No,Yes,E,31,1987,14.85,0.05,0.18,0.05,50.06,0.13,0.13,0.52,1.06,9.23,-0.05,0.04,-0.08,0.03,0.11,0.37,-0.09,-0.04,28.12,35.2,79.81,480.82,130.27,12.63,14.76,84.93,12.2,14.47,84.62,2.47,3.96,62.74,-0.07,0.01,0.01,0.18,2.44,0.18,0.09,2.89,2.37,1.34,0.8,1.31,0.22,0.63,1.31,45.01,0.81,15.59,4.2,27.27,6.33,7.87,1.44,1.3,0.31,-0.03,0.96,0.68,3.03,3.4,-0.09,,,,,,,,,,,,,,,,,,,
F. Ohana,Nganion,MF,Screaming Ramblers,No,Yes,E,25,1993,0.24,0.05,0.06,0,,-0.09,-0.07,,,,0.1,-0.08,0.07,-0.07,-0.09,,0.02,-0.04,19.99,35.03,57.07,290.04,90.03,15.02,24.91,60.1,-0.09,0.07,,5.05,10.1,49.97,0.1,-0.07,-0.05,0.1,4.96,0.02,-0.07,4.95,0,-0.03,0.05,-0.04,0.03,0.05,0.1,,-0.07,24.99,10.01,40.08,-0.03,19.91,5.05,0.06,0.04,-0.04,-0.05,-0.08,-0.01,0.06,0.08,,,,,,,,,,,,,,,,,,,
H. Tukamuhebwa,Nganion,MF,Screaming Ramblers,No,Yes,E,24,1995,0.64,0.02,0,0.07,,0.04,-0.03,,,,0.07,0.09,0.06,-0.05,0.04,,0.08,0.01,23.37,30.08,77.78,391.69,24.91,8.37,11.73,71.3,13.25,15.06,88.98,1.71,3.28,49.96,-0.06,0.07,-0.04,0.02,0.05,-0.01,0,-0.01,0.1,-0.08,0.04,-0.03,-0.07,-0.09,0.04,,0.08,16.78,3.34,20.09,8.33,8.4,-0.05,1.66,1.59,-0.03,-0.03,-0.04,-0.03,0.04,-0.07,,,,,,,,,,,,,,,,,,,
I. Okiror,Nganion,MF,Screaming Ramblers,No,Yes,E,33,1986,21.96,0.04,0.84,0.23,34.91,0.88,0.39,-0.06,-0.08,12.83,0.09,-0.07,0.09,0.03,0.05,0.19,-0.13,-0.17,23.89,32.31,73.45,435.45,105.03,10.76,13.1,81.01,9.8,12.34,79.84,2.71,4.97,54.52,0,0.04,-0.08,-0.01,2.12,0.17,0,2.29,2.3,1.7,0.56,1.59,0.16,0.72,3.29,21.1,2.49,21.8,6.67,30.85,5.88,13.44,2.39,1.5,0.36,0.04,1.07,0.56,2.86,2.84,0.09,,,,,,,,,,,,,,,,,,,
J. Mutonyi,Nganion,MF,Screaming Ramblers,No,Yes,A,25,1994,0.12,-0.08,-0.05,0.07,,-0.1,-0.02,,,,0,0.07,0.08,-0.08,0.02,,-0.01,-0.05,29.96,30.08,100.06,439.92,110.06,20.01,20.06,99.96,10.04,9.92,100.04,-0.01,-0.07,,0.03,0.03,0.05,-0.06,-0.02,0.05,-0.07,0.06,0.04,0.08,-0.06,0.09,-0.02,0.08,0.04,,-0.06,0.05,0.06,,0.05,0.04,-0.03,-0.03,-0.03,-0.01,0.06,-0.06,0.07,0.09,-0.1,,,,,,,,,,,,,,,,,,,
K. Kaunda,Nganion,MF,Screaming Ramblers,No,Yes,E,22,1997,0.74,-0.02,0.02,0.09,,0.03,0.03,,,,-0.08,0,0.09,-0.09,-0.04,,-0.07,0.08,20.05,36.35,55.13,431.38,86.3,11.22,17.43,64.23,4.95,7.46,66.76,3.75,11.26,33.38,0.09,-0.03,-0.02,-0.08,2.58,0.01,-0.1,2.45,1.2,1.22,0.08,1.34,-0.09,0.05,1.33,-0.04,1.34,16.25,8.73,53.82,3.75,8.7,3.71,1.23,0.07,0.02,1.23,-0.09,1.34,1.31,-0.02,,,,,,,,,,,,,,,,,,,
Q. Muwanguzi,Nganion,MF,Screaming Ramblers,No,Yes,E,26,1993,12.12,0.12,0.31,0.02,24.93,0.26,0.13,0.2,0.93,16.2,0.01,-0.01,0.01,-0.06,0.02,0.14,0.08,0.15,23.19,31.22,74.14,404.96,91.28,11.74,14.24,83.17,7.98,10.52,76.47,2.7,4.79,56.89,0.15,0.16,0.1,0.48,0.83,0.35,0.15,1.39,2.04,1.7,0.77,1.1,0.21,0.67,1.25,53.31,0.61,20.59,5.45,26.26,6.44,11.26,2.8,1.55,0.19,0.08,1.17,0.83,2.83,1.14,0.09,,,,,,,,,,,,,,,,,,,
Q. Pellegrino,Nganion,MF,Screaming Ramblers,No,Yes,E,29,1989,24.07,0.05,0.98,0.37,40.94,0.85,0.42,0.09,0.22,19.6,0.07,-0.06,-0.05,0.11,0.17,0.07,0.05,-0.04,25.49,35.14,72.13,493.2,159.5,11.25,13.51,84.01,9.46,12.04,78.94,4.04,7.88,51.16,0.22,0.1,0.05,1.71,2.39,1.05,0.55,2.86,0.96,0.71,0.35,0.48,0.09,0.44,1.33,26.44,0.98,17.95,4.16,22.55,4.97,8.86,4.15,1.47,0.09,-0.07,1.38,0.62,1.51,0.58,0.03,,,,,,,,,,,,,,,,,,,
S. Wimmer,Nganion,MF,Screaming Ramblers,No,Yes,E,25,1993,18.22,-0.05,0.43,0.12,22.19,0.55,0.05,0.02,-0.09,20.88,0.08,-0.08,0.08,0.11,0.09,0.02,0.05,-0.03,16.87,24.05,70.28,243.42,79.7,10.14,11.72,85.08,5.91,7.49,78.59,0.45,2.94,19.2,0.08,0.2,-0.11,0.8,0.8,0.72,0.21,1.62,1.01,0.69,0.53,0.48,0.1,0.29,1.37,23.91,1.06,15.98,3.33,20.61,4.14,8.52,3.27,1.24,0.08,0.08,1.33,0.39,1.41,0.94,-0.08,,,,,,,,,,,,,,,,,,,
L. Odur,Rosvi,MF,Screaming Ramblers,No,No,E,30,1988,8.64,0.04,0.08,0.02,0.04,0.14,0.08,0.1,,29.26,0.03,-0.1,-0.04,0.05,0.06,0.08,-0.03,0.03,26.96,33.25,80.78,502.93,108.3,11.36,12.45,89.81,11.66,13.81,84.19,3.44,4.93,69.7,-0.1,-0.1,-0.07,0.03,2.1,0.03,0.04,2.09,3.01,1.93,1.54,1.52,-0.1,0.82,3.01,25.8,2.27,24.5,6.29,25.71,8.77,14.35,1.3,0.98,0.17,0.08,0.93,0.48,3.65,1.7,-0.09,,,,,,,,,,,,,,,,,,,
N. Kumar,Nganion,MFFW,Screaming Ramblers,No,Yes,E,18,2001,6.49,0.1,1.32,0.86,55.61,1.36,0.79,0.02,0.12,13.77,0.1,-0.03,-0.04,0.18,0.19,0.11,-0.02,0.01,14.77,20.23,72.38,229.38,67.63,8.1,9.18,88.07,4.83,5.88,81.57,1.02,2.9,33.35,0.1,0.07,-0.1,0.87,0.99,0.76,0.23,1.58,2.47,1.78,0.54,1.48,0.4,0.8,3.2,23.73,2.43,31.75,6.35,19.72,9.28,16.19,6.35,1.8,-0.02,0,1.78,0.35,2.89,0.06,-0.08,,,,,,,,,,,,,,,,,,,
U. Kizito,Nganion,MFFW,Screaming Ramblers,No,Yes,E,29,1990,9.67,0.1,0.98,0.36,44.4,0.99,0.51,0.04,0.26,20.78,-0.08,0.07,0.01,-0.01,0.07,-0.03,-0.01,-0.03,14.09,20.56,68.07,217.23,49.41,8.49,10.66,79.43,4.23,6.15,67.88,1.06,2.21,45.41,-0.08,0.04,-0.05,0.66,1.12,0.89,0.36,1.71,1.54,0.85,0.94,0.58,0.01,0.36,0.97,30.07,0.8,14.92,3.38,22.47,4.26,6.93,3.81,1.84,0.29,0.02,1.55,0.38,1.8,1.12,0.02,,,,,,,,,,,,,,,,,,,
