Player,Nation,,Pos,Squad,Tournament,In/Out,League,Age,Born,90s,Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Performance PK,Performance PKatt,Expected xG,Expected npxG,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xA,A-xA,KP,1.3,PPA,CrsPA,Prog,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Vs Dribbles Tkl,Vs Dribbles Att,Vs Dribbles Tkl%,Vs Dribbles Past,Pressures Press,Pressures Succ,Pressures %,Pressures Def 3rd,Pressures Mid 3rd,Pressures Att 3rd,Blocks Blocks,Blocks Sh,Blocks ShSv,Blocks Pass,Int,Tkl+Int,Clr,Err,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance GA,Performance GA90,Performance SoTA,Performance Saves,Performance Save%,W,D,L,Performance CS,Performance CS%,Performance PKatt,Penalty Kicks PKA,Penalty Kicks PKsv,Penalty Kicks PKm,Penalty Kicks Save%,Top5
P. Rabiu,Rarita,,MFFW,Serious Buffaloes,No,No,RFL,27,1993,20.8,0.24,2.25,0.74,31.88,2.27,0.75,0.16,0.32,20.75,0.36,-0.09,0.08,0.28,0.23,0.01,0.13,0.06,500.97,695.91,71.93,8669.9,2337.08,239.06,274.02,87.18,172,230.05,74.87,64.94,136,47.75,5.96,3.16,2.85,32.03,37.04,22.99,5.93,54.05,1.05,0.71,0.24,0.32,0.22,0.07,1.19,11.95,1.09,12.09,3.45,27.87,1.79,6.25,4.14,1.28,0.1,-0.06,1.25,1.42,2.45,0.39,-0.09, , , , , , , , , , , , , , , , , , , ,No
E. Vasav,Moaithe,,DF,Strong Oaks,No,No,RFL,23,1996,14.38,0.02,0.46,0.11,16.65,0.37,0.15,0.08,1.08,11.35,0.07,0,-0.04,0.09,0.13,0.02,0.05,-0.02,633.07,708.97,89.39,15083.95,3316.07,106.96,119.91,89.19,381.91,401.1,95.22,141.09,180.96,77.98,1,0.02,0.98,0.06,30.98,0.91,0.9,30.96,1.36,0.81,0.73,0.5,0.06,0.53,1.26,47.13,0.62,9.34,3.2,35.01,4.78,4.26,0.22,0.75,0.41,-0.07,0.42,1.63,3,6.35,0.23, , , , , , , , , , , , , , , , , , , ,No
D. Naula,Rarita,,DF,Strong Oaks,No,No,RFL,24,1996,1.05,-0.03,1.07,-0.05,-0.09,1,-0.05,0.08,,5.08,0.06,-0.02,-0.01,0.08,0.01,0.15,-0.11,-0.2,33.94,41.01,82.82,642.93,86.08,7.91,8.96,88.93,21.98,24,91.79,2.96,7.07,42.84,0.1,0.02,-0.03,0.02,0.05,-0.01,-0.06,-0.08,2.96,0.94,1.92,1.03,-0.02,-0.09,-0.04,,-0.08,17.04,2.94,17.5,12.02,4.02,0.93,-0.03,0.08,0.03,-0.08,3.97,6.97,8.04,0.01, , , , , , , , , , , , , , , , , , , ,No
E. Ow,Rarita,,DF,Strong Oaks,No,No,RFL,26,1994,2.94,-0.05,0.35,-0.02,-0.05,0.28,-0.08,0,,6.71,0.07,-0.02,0.08,0.12,0.01,0.05,0,0,110.07,142.93,76.94,2209.05,626.98,42.04,54.04,77.79,47.06,51.02,92.27,18.07,32.92,54.41,-0.08,-0.09,0.05,0.04,4.98,0.05,-0.02,3.91,0.26,0.4,0.27,-0.01,-0.05,0.31,0.61,49.91,0.43,6.12,2.45,38.87,2.72,1.72,1.76,3.82,2.04,-0.03,1.79,1.29,1.72,2.36,-0.01, , , , , , , , , , , , , , , , , , , ,No
F. Acayo,Rarita,,DF,Strong Oaks,No,No,RFL,24,1996,17.72,-0.04,0.26,0,25.04,0.32,0.06,-0.01,0.06,20.88,0,0.06,0.01,0.05,-0.01,0.02,-0.01,0,935.92,1161.03,80.61,18841.05,5443.06,349.91,396.05,88.41,422.93,489.01,86.53,153.02,239.07,63.98,-0.05,1.03,-1.01,11,51.04,13,3.08,73.01,1.1,0.47,0.7,0.42,0.15,0.35,1.72,20.67,1.35,11.99,4.02,33.5,5.46,4.85,1.82,1.93,0.2,0,1.64,2.57,3.51,1.89,0.03, , , , , , , , , , , , , , , , , , , ,No
H. Azizi,Rarita,,DF,Strong Oaks,No,No,RFL,22,1998,19.92,0.21,0.42,0.07,33.22,0.37,0.11,0.28,0.93,11,-0.05,-0.07,0.07,0.01,-0.02,0.05,0.02,0.07,890.04,1039.98,85.53,21974.05,4864.08,175,205.92,85,455.92,499.01,91.38,254.04,325.09,78.12,1.01,0.47,0.54,0.93,49.96,0.03,-0.03,41.02,1.21,0.86,0.82,0.45,0.08,0.74,0.99,68.33,0.22,10.88,4.24,37.93,5.98,4.56,0.43,1.49,0.76,0.03,0.6,1.56,2.82,5.22,0.2, , , , , , , , , , , , , , , , , , , ,No
L. binti Hassan,Rarita,,DF,Strong Oaks,No,No,RFL,23,1996,3.37,0.05,0.23,-0.06,0.05,0.36,0.04,0.08,,28.77,0.04,0.05,-0.05,0.02,0.02,-0.01,-0.07,0.05,126.03,161.09,78.25,2302.03,854.96,56.94,65.01,87.65,49.92,56.99,87.71,16.91,28.03,60.72,-0.08,0.25,-0.3,3.93,2.96,2.9,1.09,5.03,1.17,0.35,0.67,0.25,0.24,0.53,1.15,50.09,0.63,8.22,3,37.08,4.21,2.17,1.87,1.75,0,0.01,1.9,0.66,1.74,2.51,-0.03, , , , , , , , , , , , , , , , , , , ,No
N. Tamura,Rarita,,DF,Strong Oaks,No,No,RFL,28,1991,4.1,0.04,-0.04,0.08,,0.05,0.09,,,,0.02,-0.08,0.02,0.1,-0.01,,-0.08,0.06,235.08,274.9,85.46,4130.02,1575.9,114.91,124.03,92.76,95.98,114.06,84.11,22.01,34.08,64.61,-0.06,0.44,-0.54,4.09,12.06,4.99,2.08,21.95,3.85,1.18,2.57,0.91,0.2,1.75,3.53,46.69,1.94,14.48,3.64,24.61,9,4.52,0.93,1.28,0.5,-0.08,0.66,0.69,4.58,1.72,-0.09, , , , , , , , , , , , , , , , , , , ,No
N. Terzi?,Rarita,,DF,Strong Oaks,No,No,RFL,22,1998,18.46,0.11,0.58,0.11,22.28,0.46,0.03,0.2,0.44,8.86,-0.06,0.02,0,-0.03,0.04,0.12,0.01,0.09,914.99,1047.07,87.49,21660.97,5548.94,233.93,251.1,93.12,436.01,472.95,92.15,236.09,308.07,76.58,0.9,0.13,0.79,4.1,46.01,0.96,0,34.95,2.86,1.92,1.43,1.13,0.2,0.82,1.76,49.91,0.93,12.74,5.15,40.19,6.92,5.44,0.3,1.73,0.69,0.15,1.08,1.37,4.16,5.31,0.09, , , , , , , , , , , , , , , , , , , ,No
P. Murmu,Rarita,,DF,Strong Oaks,No,No,RFL,22,1998,13.14,-0.03,0.17,0.1,33.22,0.15,0.05,-0.09,0.06,19.51,0.05,0.04,0,-0.01,0.07,0.01,-0.03,0.04,683.96,902.92,75.67,14154.97,4904.08,249.09,290.94,85.57,302.96,372.93,81.18,123.07,200.05,61.53,0.94,1.12,-0.05,13.02,35.05,17.04,15.01,62.95,1.71,0.74,1.01,0.5,0.17,0.77,1.91,37.53,1.17,11.29,4.2,37.21,5.31,4.15,1.83,2.27,0.44,-0.02,1.92,1.55,3.24,3.24,0.08, , , , , , , , , , , , , , , , , , , ,No
R. Mensah,Rarita,,DF,Strong Oaks,No,No,RFL,22,1998,17.38,-0.08,0.48,-0.08,0.06,0.45,0.1,-0.01,,17.03,-0.05,-0.08,-0.08,0.07,0,-0.01,-0.11,0.05,769.05,965.91,79.67,15972.98,4039.96,256.92,286.96,89.5,371.06,421.04,88.01,135.93,220.92,61.5,1.92,1.19,0.81,14.08,34.95,11.93,9.01,35.95,1.42,0.64,0.84,0.13,0.26,0.54,0.99,55.62,0.43,9.96,2.87,28.86,4.19,3.6,1.98,1.35,0.33,0.02,0.94,1.18,2.4,2.07,0.09, , , , , , , , , , , , , , , , , , , ,No
W. Mbaziira,Rarita,,DF,Strong Oaks,No,No,RFL,36,1984,20.75,0.04,0.2,0.1,39.91,0.26,0.18,0.21,0.43,8.81,0.01,0.1,0.02,0.01,0.05,0.03,0.07,0.04,1106.98,1322.93,83.66,27577.98,9207,265.07,291.93,90.84,498.06,544.91,91.5,340.02,469.08,72.45,1.09,0.11,0.84,2.98,102.93,8.02,0.02,73.1,1.54,0.61,0.95,0.56,0.13,0.88,1.27,60.7,0.56,9.68,3.65,36.78,4.73,4.68,0.12,1.64,0.5,0.11,1.12,1.76,3.36,3.81,0.12, , , , , , , , , , , , , , , , , , , ,No
X. Takagi,Rarita,,DF,Strong Oaks,No,No,RFL,23,1996,16.94,0.12,1.27,0.33,19.09,1.34,0.27,0.05,0.22,19.78,-0.03,0.1,0,0,0.07,0.13,0.05,-0.12,806.94,1066.02,75.71,15013,5267.9,366.09,411.03,89.16,304,371.94,81.62,119.99,224.1,53.63,7.1,3.36,3.68,29.93,52.02,25.93,8.09,77.01,3.2,1.77,1.85,1.09,0.37,1.61,2.72,55.29,1.31,15.61,4.51,28.84,5.78,7.27,2.48,1.19,0.14,0.04,1.13,1.36,4.55,2.32,0, , , , , , , , , , , , , , , , , , , ,No
Y. Mugerwa,Rarita,,DF,Strong Oaks,No,No,RFL,25,1995,0.36,-0.01,0.08,0.05,,-0.04,-0.02,,,,0.09,0.04,-0.1,-0.07,0.04,,-0.03,0.1,28.97,42.05,68.92,617.04,345.04,12.03,13.03,92.3,9.95,14.92,66.76,6.9,11.96,58.35,0,0.02,0.02,0.06,4.96,0,-0.02,5.95,-0.04,0.01,0.08,0.01,-0.07,0.09,-0.06,,-0.02,4.95,2.49,49.99,2.51,0.09,2.52,2.55,0.02,0.08,2.5,2.6,2.5,0.06,-0.09, , , , , , , , , , , , , , , , , , , ,No
A. Kyarikunda,Rarita,,FW,Strong Oaks,No,No,RFL,30,1990,16.89,0.26,1.81,0.51,31.33,1.97,0.59,0.19,0.48,16.04,0.11,-0.04,0.08,0.29,0.29,0.12,0,0.03,537.02,660.05,81.35,10125.97,2025.9,233.07,273,85.39,231.02,272.06,84.81,67.05,89.1,75.34,1.99,2.9,-0.91,30.92,28.93,20.91,3.96,62.02,0.8,0.39,0.34,0.11,0.37,0.16,1.19,15.77,0.9,11.81,2.75,23.59,2.63,5.19,4.08,1.07,-0.08,0,1.06,0.69,1.5,0.23,0.02, , , , , , , , , , , , , , , , , , , ,No
A. Nanjala,Rarita,,FW,Strong Oaks,No,No,RFL,21,1998,15.03,0.13,1.32,0.34,21.02,1.35,0.31,-0.05,0.28,17.26,-0.02,0.07,0.06,0.12,0.11,0.03,0.03,0.01,231.99,320.06,72.45,4191.99,919.05,108.91,132.99,82,88,114.96,76.53,28.92,49.02,59.19,1.94,0.74,1.29,10.91,18.09,12.08,0.08,30.02,3.35,2.09,0.82,1.69,0.92,0.64,2.22,28.55,1.72,23.67,6.67,28.07,4.19,9.89,9.45,1.93,0.01,0.06,1.98,0.4,3.73,0.38,0.05, , , , , , , , , , , , , , , , , , , ,No
I. Saha,Rarita,,FW,Strong Oaks,No,No,RFL,26,1994,31.66,0.21,1.01,0.59,53.26,0.9,0.55,0.21,0.19,11.62,0.02,-0.07,0.08,0.17,0.11,0.24,0.01,0.02,788.02,946.06,83.35,11136.92,1898.96,486.08,539.03,90.15,206.91,263.96,78.39,54.04,72.99,74,5.98,4.2,1.83,28.09,22.07,29,5.91,59.08,1.05,0.68,0.51,0.44,0.28,0.25,0.64,38.08,0.32,12.79,3.9,30.69,2.78,5.39,4.49,0.72,0.08,-0.02,0.63,0.64,1.8,0.18,0.09, , , , , , , , , , , , , , , , , , , ,No
L. Tarigan,Rarita,,FW,Strong Oaks,No,No,RFL,31,1988,4.87,0.6,1.46,0.59,42.81,1.57,0.57,0.37,0.94,12.02,-0.08,0.09,0.16,0.43,0.26,0.24,0.1,0.4,80.08,109.03,73.32,1267.97,149.01,40.92,55.02,74.51,24.96,36.04,69.35,9.04,12.05,75.03,0.98,0.2,0.77,3.09,3.04,5.07,-0.1,6.91,0.28,0.25,0.19,-0.09,0.04,0.28,0.16,99.95,-0.1,12.18,3.31,27.57,0.43,6.18,5.4,0.38,0.05,-0.01,0.37,0.05,0.12,0.92,0.05, , , , , , , , , , , , , , , , , , , ,No
N. Yamashita,Rarita,,FW,Strong Oaks,No,No,RFL,19,2001,7.8,0.65,1.95,1.19,66.69,1.83,1.22,0.41,0.46,9.73,0.01,-0.04,-0.08,0.56,0.48,0.36,0.06,0.21,97.09,143.02,67.73,1142.02,102.93,70.02,91.99,76.12,18.07,31.05,58.03,2.04,3.92,50.01,-0.07,0.44,-0.57,3.04,2.06,2.03,0.06,3.05,0.97,0.79,-0.03,0.69,0.3,0.37,0.82,42.99,0.55,19.68,5.24,26.74,0.81,7.41,11.31,1.11,0.03,0.01,0.91,0.24,1.27,0.95,0.02, , , , , , , , , , , , , , , , , , , ,No
U. Shoko,Rarita,,FW,Strong Oaks,No,No,RFL,24,1996,10.88,0.55,3.12,1.5,47.04,3.04,1.56,0.18,0.36,17.97,-0.02,0.07,-0.07,0.37,0.39,0.09,0.26,0.35,307.1,399.06,76.86,5767.02,1057.97,139.9,168.08,83.23,125,150.96,82.84,39.94,71.97,55.69,1.04,1.43,-0.48,9.93,9.08,11.05,2.01,25.05,0.44,0.23,0.17,0.18,0.04,0.27,1,27.36,0.75,7.57,2.3,30.4,1.26,2.51,3.7,1,0.06,0.08,0.96,0.64,1.13,0.76,0.04, , , , , , , , , , , , , , , , , , , ,No
Z. Zziwa,Rarita,,FW,Strong Oaks,No,No,RFL,23,1996,21,0.47,1.92,0.61,34.94,1.87,0.73,0.26,0.48,13.63,-0.06,0.14,0.12,0.44,0.37,0.17,0.07,0,409.04,480.93,85.06,6364,515.05,241.02,273.98,88.01,103.93,125.96,82.55,43.99,45.02,97.88,2.94,2.5,0.43,20.03,13.96,5.93,-0.03,10.93,0.52,0.41,0.18,0.2,0.26,0.12,0.29,25.08,0.04,16.01,4.56,28.8,0.41,6.64,9.09,1.29,0.24,-0.04,1.11,0.28,0.9,0.88,0.09, , , , , , , , , , , , , , , , , , , ,No
B. Nakandi,Rarita,,FWMF,Strong Oaks,No,No,D,28,1991,0.6,-0.05,0.02,-0.03,,-0.02,0,,,,-0.07,0.07,0.05,-0.09,-0.01,,0.04,-0.02,37.95,42.02,90.45,589.99,96.09,22.97,25.02,91.9,11.95,13.09,92.29,2.99,3.98,74.9,0.04,0.12,-0.14,0.93,4.03,0.06,-0.01,2.01,1.73,1.72,0,1.58,0.08,1.65,4.92,33.36,3.3,16.74,3.31,19.97,1.58,10.03,5.05,1.73,0.01,0,1.77,-0.04,1.67,-0.07,0.04, , , , , , , , , , , , , , , , , , , ,No
F. Andreassen,Rarita,,FWMF,Strong Oaks,No,No,RFL,28,1991,0.35,0.01,0.06,0.06,,0.02,0.07,,,,-0.06,0.03,-0.03,0.04,0.01,,0.01,0.07,8.95,11.99,74.9,156.05,53.08,6.09,7.01,85.61,2.02,2.98,66.71,0.94,1.96,50.08,-0.08,0.06,-0.1,-0.05,2.07,-0.1,0.03,0.94,2.46,2.43,0.08,2.42,-0.04,-0.08,0.09,,0.09,19.97,10.03,50.01,0.07,14.92,5,2.57,-0.05,-0.06,2.58,2.46,5.06,0,0.01, , , , , , , , , , , , , , , , , , , ,No
G. Leitner,Rarita,,GK,Strong Oaks,No,No,RFL,26,1994,29.07,-0.01,-0.1,0.02,,0.04,0.09,,,,0.09,-0.02,-0.08,-0.02,-0.06,,0.07,0.05,1044.92,1410.98,74.09,33622.08,17851,111.07,113.91,97.49,406.01,412.03,98.48,523.93,881.01,59.48,-0.03,-0.07,-0.04,0.1,16.96,-0.04,-0.07,0.09,0.1,0.08,-0.02,0.09,0.02,-0.06,0.13,-0.03,0.11,0.38,-0.01,9.01,0.29,-0.01,-0.06,-0.01,0.02,0.05,0.04,0.09,0.03,-0.03,0.04,28.91,29.09,2610,29.04,1.93,1.98,4.24,2.51,60.55,0.24,0.31,0.43,0.14,13.72,0.33,0.25,-0.04,-0.02,14.34,No
U. Nyeko,Rarita,,GK,Strong Oaks,No,No,RFL,29,1991,6.68,0.1,-0.02,0.03,,-0.06,0.05,,,,0.02,0.01,0.01,-0.02,-0.1,,-0.01,-0.07,227.92,306,74.59,7186.96,3989.91,30.99,31.09,99.91,90.1,92.07,97.79,106.02,181.9,58.21,0.04,-0.01,-0.06,0.03,3.98,0.09,0.06,0.01,-0.09,-0.07,0.08,0.06,-0.02,0.01,0.1,-0.01,0.07,0.44,0.25,33.33,0.38,-0.01,-0.06,0,0.03,0.01,-0.07,0.05,-0.08,-0.06,-0.06,6.97,7.06,603.03,6.65,1.73,1.84,3.9,2.57,65.37,0.36,0.21,0.38,0.1,14.24,0.39,0.48,-0.1,0,0.02,No
Z. Nyamahunge,Rarita,,GK,Strong Oaks,No,No,RFL,38,1982,2.34,0.05,0,0.09,,0.03,-0.08,,,,-0.09,0.03,0.09,0.06,0.08,,-0.03,0.05,75,106.08,70.9,2057.04,1224.98,18.09,17.92,100.02,30.02,31.07,96.88,26.94,56.98,47.44,1.02,0.39,0.52,0.9,-0.1,0.06,0.09,0.1,0.06,-0.02,-0.03,-0.03,-0.01,0.02,-0.06,,0.05,-0.04,-0.02,,0.08,-0.04,0.03,0.05,-0.03,0.05,-0.07,-0.09,0.07,-0.07,0.43,2.96,1.98,207.09,2.29,2.24,2.15,8.19,5.99,73.79,0.08,0.4,0.52,0.39,50,0.03,-0.04,0.07,-0.09,,No
D. Baah,Rarita,,MF,Strong Oaks,No,No,RFL,24,1995,9.77,0,0.24,-0.04,0.08,0.11,-0.07,0.05,,22.05,0.04,-0.04,0.08,-0.03,0.11,0.1,0.06,0.04,532.03,602.08,88.47,12671.94,3162.93,124.07,138.92,89.2,248.05,272,91.12,149.05,170.92,87.07,0.09,0.16,-0.2,1.92,112.08,4.96,1.03,63.02,2.35,1.61,1.04,0.93,0.43,1.02,2.43,37.54,1.62,16.11,5.5,34.03,5.05,8.13,2.91,2.36,0.4,0.03,1.99,1.27,3.77,0.8,0.07, , , , , , , , , , , , , , , , , , , ,No
F. Muhangi,Rarita,,MF,Strong Oaks,No,No,RFL,30,1989,3.61,0.02,1.18,-0.07,0.1,1.22,-0.01,-0.08,,24.67,-0.02,-0.05,-0.05,0.12,0.08,0.02,-0.07,-0.1,92.08,127.06,72.38,1573.98,335.97,43.07,48.98,87.8,37.05,47.1,78.71,8,22.95,34.71,1.04,0.22,0.72,4.92,10.08,3.09,1.02,9.92,1.94,0.55,0.92,0.28,0.85,0.3,0.56,50.09,0.37,20.39,3.34,16.31,5.31,10.03,4.99,0.83,-0.1,-0.07,0.83,0.08,2.03,0.29,-0.07, , , , , , , , , , , , , , , , , , , ,No
G. Jankowski,Rarita,,MF,Strong Oaks,No,No,RFL,21,1999,13.62,0.52,1.57,0.71,47.62,1.59,0.63,0.34,0.61,14.68,0,0.06,-0.03,0.28,0.19,0.1,0.11,0.23,351.06,450.95,77.76,6290.96,1117.01,152.09,179.9,84.34,151.92,186.03,81.64,37.06,62.07,59.79,-0.09,0.43,-0.43,7.08,30.94,6.08,0.01,22.97,2.32,1.49,0.7,1.18,0.54,0.32,1.9,20.04,1.48,19.4,5.24,27.6,4.32,10.93,4.02,1.36,0.19,0.09,1.18,1.07,3.33,1.67,0.09, , , , , , , , , , , , , , , , , , , ,No
H. Valentini,Rarita,,MF,Strong Oaks,No,No,D,24,1995,6.74,-0.09,0.9,0.15,16.79,0.85,0.07,-0.03,-0.02,22.12,-0.07,0.01,-0.07,0.08,0.04,-0.03,0.06,0.07,196.97,234.04,84.11,3773.92,948.01,86,91.94,93.46,77.05,89.92,85.63,31.96,42.98,74.31,-0.07,0.42,-0.32,6.01,16.04,2.95,2.08,18.98,1.94,1.12,0.97,0.37,0.59,0.66,2.58,22.28,2,18.85,4.03,21.07,7.72,8.41,2.75,1.79,0.53,-0.07,1.23,2.31,4.03,2.58,0.02, , , , , , , , , , , , , , , , , , , ,No
L. Leibowitz,Rarita,,MF,Strong Oaks,No,No,RFL,22,1998,24.63,0.09,1.64,0.52,35.83,1.62,0.61,0.07,0.27,15.79,-0.09,0.05,-0.03,0.11,0.18,0.05,-0.11,-0.15,578.06,824.06,70.06,9944.08,2768.92,290,366.94,79.07,207.01,283.06,73.15,61.95,125.09,49.66,0.97,2.25,-1.2,14.03,56,18.1,1.91,70.08,2.83,1.89,1.2,1.38,0.34,0.86,2.06,42.33,1.22,20.14,5.57,27.97,4.84,10.81,4.61,1.42,0.28,-0.08,1.36,1.01,4.04,1.13,0, , , , , , , , , , , , , , , , , , , ,No
S. Barman,Rarita,,MF,Strong Oaks,No,No,RFL,24,1995,19.67,-0.09,1.21,0.45,33.31,1.28,0.41,-0.01,0.07,19.4,0.02,0.02,0.04,0.12,0.13,0.04,-0.09,-0.08,676.99,907.94,74.68,12996.07,3261.01,280.99,326.94,85.86,280.03,342.94,81.51,101.06,199.97,50.56,3.07,1.82,1.14,23,56.04,25.91,10.07,72.97,0.86,0.7,0.39,0.39,0.05,0.2,1.83,11.86,1.49,16.11,4.28,26.76,3.91,8.39,3.75,1.29,0.35,-0.04,1.11,1.68,2.5,1.46,-0.07, , , , , , , , , , , , , , , , , , , ,No
X. Leroy,Rarita,,MF,Strong Oaks,No,No,RFL,26,1994,24.88,0.05,0.81,0.29,23.87,0.81,0.12,-0.04,-0.07,25.7,0.1,0.06,0.08,0.08,-0.05,0.03,0.02,0.01,1417.96,1665.06,85.27,32318.99,8861.93,379.91,429.97,88.36,684.05,744.98,91.73,341.94,459,74.52,2.03,1.44,0.7,21.96,169.1,24.05,0.01,172.95,1.81,1.29,0.54,1.17,0.07,0.58,2.01,27.47,1.52,13,4.2,31.33,4.17,7.09,1.83,1.49,0.25,0.04,1.33,1.13,2.97,0.69,0.04, , , , , , , , , , , , , , , , , , , ,No
Y. Cheu,Rarita,,MF,Strong Oaks,No,No,RFL,18,2002,9,0.05,0.22,-0.1,-0.1,0.19,0.09,0.1,,20.5,-0.06,0.03,-0.07,0.02,-0.06,0,-0.01,0,442.99,493.96,89.68,8944.98,1964.98,158.9,170.04,93.43,201.09,218.97,91.79,73.95,91.97,80.46,-0.05,0.19,-0.15,1.92,38.97,4.02,0.03,35.97,1.47,1.28,1.05,0.58,0.07,0.16,1.46,15.49,1.16,16.98,4.76,28.45,5.83,9.73,1.47,2.02,0.43,-0.1,1.49,2.33,3.86,1.64,0.02, , , , , , , , , , , , , , , , , , , ,No
E. Rahayu,Rarita,,MFFW,Strong Oaks,No,No,RFL,26,1994,4.83,-0.05,1.88,-0.02,-0.03,1.75,-0.04,0,,24.99,0.14,-0.04,-0.04,0.1,0.01,0.04,-0.01,-0.07,189.02,225.09,84.04,3833.95,624.99,75.08,84.02,89.26,79.04,93.08,84.83,32.98,43.08,76.61,-0.06,-0.1,0.04,0.94,13.98,2.92,0.9,15.95,2.33,1.48,0.13,1.36,0.68,0.96,1.41,71.41,0.43,18.03,4.57,24.96,1.65,11.7,4.62,1.28,0.15,0.09,1.06,0.78,2.98,0.67,0.01, , , , , , , , , , , , , , , , , , , ,No
R. Monti,Rarita,,MFFW,Strong Oaks,No,No,RFL,32,1988,1.32,-0.08,0.81,0.69,99.94,0.81,0.75,0.02,-0.06,12.24,0.07,-0.02,-0.07,0.1,0.05,0.18,-0.12,-0.01,40.92,59.95,68.27,672.03,144.91,20.01,24.95,80.09,19.07,24.98,76.07,1.94,8.94,22.25,0.01,0.09,0.09,-0.02,4.08,-0.02,0.03,3.94,2.29,2.25,0.69,1.49,0.01,0.84,1.45,50.02,0.75,19.15,7.77,39.92,5.4,9.98,3.94,1.51,0.86,0.08,0.68,0.8,3.02,1.55,-0.01, , , , , , , , , , , , , , , , , , , ,No
S. Namuwonge,Sobianitedrucy,1,GK,Mighty Monkeys,No,Yes,,,,,,,,,,,,,,,,,,,,,, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes
V. Ssali,Sobianitedrucy,1,GK,Red Rangers,No,Yes,D,29,1991,34.08,-0.05,-0.05,0.01,,-0.09,0.09,,,,0.04,-0.09,0,0.06,-0.05,,-0.1,-0.06,447.08,1001.95,44.63,17199.01,14239.92,62.02,63.09,98.47,143.01,146.95,97.28,242.01,790.99,30.54,0.04,0.1,0.08,-0.09,13.01,0.93,0.04,-0.02,0.03,0.07,-0.07,-0.08,-0.02,-0.06,-0.06,-0.08,0.09,0.03,0.07,-0.09,-0.01,-0.03,-0.09,0.08,-0.01,-0.09,-0.09,-0.09,-0.04,0.04,-0.08,33.95,34.02,3059.9,34.05,1.31,1.32,3.66,2.53,71.26,0.3,0.27,0.39,0.12,20.66,0.19,0.22,-0.06,0.02,-0.05,Yes
E. Bahrami,Rarita,,DF,Wild Hornets,No,No,RFL,22,1998,0.13,-0.04,0.03,0.03,,0.07,-0.07,,,,0.05,-0.09,0.09,-0.02,0.05,,0,-0.04,69.99,74.94,93.35,1004.96,235.08,45.09,45,99.91,25.04,25.05,100.02,-0.08,5.03,0.09,-0.1,-0.05,0.07,0.06,0.03,0.09,0,0.06,0.02,-0.09,0.01,-0.08,0.09,-0.1,4.92,0.05,5.1,25.01,0,-0.09,15.01,0.07,9.92,0.03,-0.01,0.1,0.01,0,0.03,0,0.08, , , , , , , , , , , , , , , , , , , ,No
E. Meiyr,Rarita,,DF,Wild Hornets,No,No,RFL,26,1994,5.51,0.08,0.18,-0.06,0.01,0.08,-0.09,0.08,,16.34,0.07,-0.06,0.1,0.1,-0.05,0.07,0.02,0.05,34.17,43.48,78.64,503.57,182.21,20.24,23.2,87.37,11.99,14.41,83.56,1.48,3.38,42.01,-0.09,0.06,-0.1,0.57,1.44,0.09,0.23,2.04,1.71,1,0.95,0.3,0.32,0.95,3.26,27.86,2.38,17.92,4.53,25.29,6.76,7.81,3.49,1.77,0.63,-0.08,1.18,1.25,2.85,1.45,0.09, , , , , , , , , , , , , , , , , , , ,No
F. Mahachi,Rarita,,DF,Wild Hornets,No,No,RFL,21,1999,1.95,-0.05,0.09,0.1,,0.01,0.04,,,,0.08,-0.02,-0.07,0.03,0.03,,0.06,-0.09,43.22,51.53,83.71,689.53,170.53,23.16,25.3,91.7,16.22,21.16,77.41,3.6,4.74,77.87,0.08,-0.07,0.03,-0.04,1,0.57,0.5,0.98,2.61,1.63,1.67,1.1,0.03,1.01,2.61,40.06,1.58,13.61,2.6,19.14,6.84,4.74,2.18,2.15,-0.06,0.03,2.1,0.56,3.25,3.13,-0.1, , , , , , , , , , , , , , , , , , , ,No
H. Oliveira,Rarita,,DF,Wild Hornets,No,No,RFL,18,2002,6.31,-0.09,0.13,-0.01,0.08,0.1,0,-0.1,,18.69,0,0.01,0.07,-0.07,0.11,0.08,0.08,0.04,40.62,54.81,74.18,701.12,245.86,20.01,23.33,85.94,17,23.02,74.11,3.05,5.8,54.14,-0.04,0.03,-0.03,0.46,2.22,0.5,0.18,2.18,2.81,1.61,2.26,0.29,0.12,1.17,3.04,42.16,1.81,20.88,4.51,21.7,12.43,6.69,1.54,1.05,0.21,-0.08,0.88,1.6,4.46,2.88,0.05, , , , , , , , , , , , , , , , , , , ,No
